,Genero,Tipo,Nombre,Año estreno,Mes estreno,Id
134,Drama,Movie,From the Midst of Pain,2010,10.0,tt1071927
135,Drama,Movie,The Dead Sleep,2010,2.0,tt1071783
136,Drama,Movie,Troubadours,2010,,tt1073519
137,Drama,Movie,Jonah Hex,2010,9.0,tt1075747
138,Drama,Movie,Psychosomatika,2011,12.0,tt1078591
139,Drama,Movie,Krews,2010,3.0,tt1078583
140,Drama,Movie,10 Years Later,2010,3.0,tt1079974
141,Drama,Movie,Happiness Runs,2010,5.0,tt1079964
142,Drama,Movie,Pusher,2010,10.0,tt1082075
143,Drama,Movie,Lights Out,2015,6.0,tt1085448
144,Drama,Movie,The Last Musketeer,2010,6.0,tt1087459
145,Drama,Movie,Consent,2013,2.0,tt1090749
146,Drama,Movie,Çiglik Çigliga Bir Sevda,2010,,tt10912916
147,Drama,Movie,Shanghai,2010,9.0,tt1092634
148,Drama,Movie,Orsova Noua 5: Epilog,2010,,tt10931336
149,Drama,Movie,Louis,2010,8.0,tt1093902
150,Drama,Movie,Hamill,2011,10.0,tt1094666
151,Drama,Movie,The Quiet Ones,2012,5.0,tt1094597
152,Drama,Movie,Forgotten Pills,2010,6.0,tt1095180
153,Drama,Movie,Morning,2010,6.0,tt1095417
154,Drama,Movie,Do Elephants Pray?,2013,2.0,tt1098326
155,Drama,Movie,Frenchy,2022,1.0,tt1286146
156,Drama,Movie,Broken Sun,2010,11.0,tt1101031
157,Drama,Movie,Peep World,2011,3.0,tt1103273
158,Drama,Movie,Red Dirt Rising,2014,10.0,tt1103274
159,Drama,Movie,Eva,2010,10.0,tt1105740
160,Drama,Movie,Dirty Girl,2011,7.0,tt1107319
161,Drama,Movie,You Have the Right to Remain Violent,2010,5.0,tt1107855
162,Drama,Movie,Nirahua Rickshawwala,2010,2.0,tt11091790
163,Drama,Movie,Nirahua No. 1,2010,1.0,tt11091794
164,Drama,Movie,Kalamity,2010,10.0,tt1109594
165,Drama,Movie,Ae Bhaujee Ke Sister,2010,,tt11114760
166,Drama,Movie,Code Blue,2010,9.0,tt1111884
167,Drama,Movie,Carmen's Kiss,2017,11.0,tt1116183
168,Drama,Movie,O Sonho de Inacim - O Aprendiz do Padre Rolim,2010,6.0,tt11176246
169,Drama,Movie,Pravosudie volkov,2010,10.0,tt1119192
170,Drama,Movie,Sajal Ehtidhar,2010,10.0,tt11198656
171,Drama,Movie,Blue Valentine,2011,3.0,tt1120985
172,Drama,Movie,Di renjie: Tong tian di guo,2010,9.0,tt1123373
173,Drama,Movie,Pankh,2010,4.0,tt1124386
174,Drama,Movie,Love Ranch,2011,1.0,tt1125929
175,Drama,Movie,Burlesque,2010,12.0,tt1126591
176,Drama,Movie,Morning Glory,2011,1.0,tt1126618
177,Drama,Movie,The Beautiful Outsiders,2010,,tt11274532
178,Drama,Movie,Another Harvest Moon,2010,10.0,tt1129404
179,Drama,Movie,Sisanje,2010,10.0,tt1129437
180,Drama,Movie,Radio Free Albemuth,2014,6.0,tt1129396
181,Drama,Movie,The 5th Quarter,2011,3.0,tt1130964
182,Drama,Movie,Redlight Greenlight,2010,9.0,tt1130968
183,Drama,Movie,Maharaja: the story of ranjit singh,2010,,tt11317462
184,Drama,Movie,Aaj Ke Karan Arjun,2010,7.0,tt11317936
185,Drama,Movie,Donkeys,2010,10.0,tt1134846
186,Drama,Movie,Krach,2010,9.0,tt1135083
187,Drama,Movie,Io non ti assolvo,2010,1.0,tt11374176
188,Drama,Movie,Moo-jeok-ja,2010,9.0,tt1138442
189,Drama,Movie,The Ghost Writer,2010,5.0,tt1139328
190,Drama,Movie,Due vite per caso,2010,5.0,tt1141306
191,Drama,Movie,Dreams ahead,2010,6.0,tt11423890
192,Drama,Movie,Holy Rollers,2010,12.0,tt1143896
193,Drama,Movie,Between the Raindrops,2010,1.0,tt11440314
194,Drama,Movie,Dar Joued,2010,10.0,tt11439792
195,Drama,Movie,De día y de noche,2011,10.0,tt1145430
196,Drama,Movie,Laat Sahab,2010,,tt11483028
197,Drama,Movie,Rudolfa mantojums,2010,1.0,tt1149607
198,Drama,Movie,Kong Ming Deng,2010,,tt11496418
199,Drama,Movie,Adelaide,2010,,tt11512458
200,Drama,Movie,NY Export: Opus Jazz,2010,3.0,tt1152278
201,Drama,Movie,The Karate Kid,2010,7.0,tt1155076
202,Drama,Movie,Na putu,2011,3.0,tt1156531
203,Drama,Movie,Agua fria de mar,2011,3.0,tt1156527
204,Drama,Movie,Gor Bapa No Gotalo,2010,,tt11646432
205,Drama,Movie,Ame Prem Deewana,2010,7.0,tt11646390
206,Drama,Movie,Radha Chudlo Perje Mara Naam No,2010,4.0,tt11646454
207,Drama,Movie,Sahabuddin Rather Na Hasya Na,2010,10.0,tt11646642
208,Drama,Movie,Biutiful,2011,2.0,tt1164999
209,Drama,Movie,L'immortel,2010,5.0,tt1167638
210,Drama,Movie,The Company Men,2012,4.0,tt1172991
211,Drama,Movie,The Bang Bang Club,2011,7.0,tt1173687
212,Drama,Movie,The Myth of the American Sleepover,2011,4.0,tt1174042
213,Drama,Movie,The Four-Faced Liar,2010,1.0,tt1174693
214,Drama,Movie,All Good Things,2010,12.0,tt1175709
215,Drama,Movie,Las buenas hierbas,2010,8.0,tt1176931
216,Drama,Movie,A Nightmare on Elm Street,2010,5.0,tt1179056
217,Drama,Movie,Tunha Chalawan,2010,,tt11814006
218,Drama,Movie,Black Death,2010,6.0,tt1181791
219,Drama,Movie,Bunraku,2011,11.0,tt1181795
220,Drama,Movie,You Will Meet a Tall Dark Stranger,2010,12.0,tt1182350
221,Drama,Movie,Dulha Mil Gaya,2010,1.0,tt1182884
222,Drama,Movie,Palyaço Recep,2010,,tt11835344
223,Drama,Movie,Mr. Nice,2011,9.0,tt1183911
224,Drama,Movie,Sadiyaan: Boundaries Divide... Love Unites,2010,4.0,tt1183944
225,Drama,Movie,Welcome to the Rileys,2011,4.0,tt1183923
226,Drama,Movie,Teen Patti,2010,2.0,tt1183917
227,Drama,Movie,Veer,2010,1.0,tt1185412
228,Drama,Movie,Lope,2010,9.0,tt1186357
229,Drama,Movie,Peacock,2010,5.0,tt1188113
230,Drama,Movie,My Name Is Khan,2010,2.0,tt1188996
231,Drama,Movie,Anaphylaxis,2010,11.0,tt1189021
232,Drama,Movie,Woodshop,2010,9.0,tt1189267
233,Drama,Movie,Small Town Hero,2010,,tt1189904
234,Drama,Movie,Shekarchi,2011,12.0,tt1190072
235,Drama,Movie,Tingala sa pugad,2010,,tt1191135
236,Drama,Movie,Right Yaaa Wrong,2010,3.0,tt1191130
237,Drama,Movie,Hello Darling,2010,8.0,tt1191118
238,Drama,Movie,Tracks in Time,2010,,tt11916846
239,Drama,Movie,Corrado,2010,6.0,tt1193473
240,Drama,Movie,My Own Love Song,2010,4.0,tt1193507
241,Drama,Movie,Step Up 3D,2010,8.0,tt1193631
242,Drama,Movie,Get Educated: Paathshaala,2010,4.0,tt1194236
243,Drama,Movie,Casino Jack,2010,12.0,tt1194417
244,Drama,Movie,Jaane Kahan Se Aayi Hai,2010,4.0,tt1194232
245,Drama,Movie,Inhale,2010,10.0,tt1196340
246,Drama,Movie,Diary of a Wimpy Kid,2010,3.0,tt1196141
247,Drama,Movie,Cemetery Junction,2021,9.0,tt1196204
248,Drama,Movie,Pound of Flesh,2010,,tt1196338
249,Drama,Movie,Quit,2010,4.0,tt1196682
250,Drama,Movie,Lapse,2010,8.0,tt1198133
251,Drama,Movie,Kites,2010,5.0,tt1198101
252,Drama,Movie,Dog Jack,2010,8.0,tt1199552
253,Drama,Movie,One Too Many Mornings,2010,1.0,tt1200274
254,Drama,Movie,Assalto ao Santa Maria,2010,9.0,tt1202513
255,Drama,Movie,Lucky Life,2013,4.0,tt1206314
256,Drama,Movie,Next Time Ned,2010,5.0,tt1207009
257,Drama,Movie,Person of Interest,2010,10.0,tt1208716
258,Drama,Movie,Mbaku,2010,,tt12095436
259,Drama,Movie,Autopilot,2010,,tt1210029
260,Drama,Movie,Blood Done Sign My Name,2010,2.0,tt1210039
261,Drama,Movie,Flying Lessons,2010,2.0,tt1210059
262,Drama,Movie,One Wish,2010,11.0,tt1212434
263,Drama,Movie,Pokuda budet veter...,2010,11.0,tt12126806
264,Drama,Movie,Hereafter,2011,3.0,tt1212419
265,Drama,Movie,Odoru daisousasen the movie 3: Yatsura o kaihou seyo!,2010,7.0,tt1212453
266,Drama,Movie,An Invisible Sign,2011,4.0,tt1212454
267,Drama,Movie,Mercy,2010,6.0,tt1213590
268,Drama,Movie,London Boulevard,2011,2.0,tt1213648
269,Drama,Movie,SP: The motion picture yabô hen,2010,10.0,tt1214981
270,Drama,Movie,Lucy Island,2010,,tt12153448
271,Drama,Movie,Womb,2011,4.0,tt1216520
272,Drama,Movie,Dou Khahar,2010,9.0,tt12171216
273,Drama,Movie,Las aventuras de Beto y Roberto,2010,3.0,tt12180606
274,Drama,Movie,Legend of the Guardians: The Owls of Ga'Hoole,2010,9.0,tt1219342
275,Drama,Movie,Henry's Crime,2011,4.0,tt1220888
276,Drama,Movie,Cupid's Arrow,2010,,tt1220625
277,Drama,Movie,Frankie & Alice,2014,8.0,tt1221208
278,Drama,Movie,Beneath the Blue,2010,,tt1222698
279,Drama,Movie,The Tested,2012,,tt1224136
280,Drama,Movie,The Will,2010,1.0,tt12246482
281,Drama,Movie,No Greater Love,2010,5.0,tt1225703
282,Drama,Movie,Edge of Darkness,2010,1.0,tt1226273
283,Drama,Movie,Alphonso Bow,2010,2.0,tt1226737
284,Drama,Movie,The Debt,2011,9.0,tt1226753
285,Drama,Movie,Aashayein,2010,8.0,tt1227524
286,Drama,Movie,Around Hell,2010,10.0,tt12282568
287,Drama,Movie,Let Me In,2011,1.0,tt1228987
288,Drama,Movie,Hors la loi,2010,9.0,tt1229381
289,Drama,Movie,Puss,2010,8.0,tt1230196
290,Drama,Movie,Hwanghae,2010,12.0,tt1230385
291,Drama,Movie,Yohan - Barnevandrer,2010,3.0,tt1230478
292,Drama,Movie,Due Date,2010,11.0,tt1231583
293,Drama,Movie,Triple Dog,2010,9.0,tt1232838
294,Drama,Movie,Brighton Rock,2011,2.0,tt1233192
295,Drama,Movie,Hanni & Nanni,2011,8.0,tt1233290
296,Drama,Movie,Chico Xavier,2010,4.0,tt1234559
297,Drama,Movie,'Master Harold' ... And the Boys,2010,3.0,tt1234546
298,Drama,Movie,Greenberg,2010,7.0,tt1234654
299,Drama,Movie,De vliegenierster van Kazbek,2010,4.0,tt1234540
300,Drama,Movie,Mahler auf der Couch,2010,7.0,tt1235537
301,Drama,Movie,VIPs,2011,3.0,tt1235548
302,Drama,Movie,Chico & Rita,2010,11.0,tt1235830
303,Drama,Movie,Contre toi,2011,4.0,tt1235853
304,Drama,Movie,Gigola,2011,1.0,tt1236250
305,Drama,Movie,Mistérios de Lisboa,2011,5.0,tt1236371
306,Drama,Movie,Revision - Apocalypse II,2010,9.0,tt1238300
307,Drama,Movie,Kvinden der drømte om en mand,2010,1.0,tt1239290
308,Drama,Movie,The Assignment,2011,,tt1239216
309,Drama,Movie,La cité,2010,2.0,tt1239430
310,Drama,Movie,The River Why,2012,7.0,tt1241329
311,Drama,Movie,The War Is Over,2010,10.0,tt1242529
312,Drama,Movie,Tour de Force,2010,1.0,tt1242787
313,Drama,Movie,Hisss,2010,10.0,tt1244093
314,Drama,Movie,Conviction,2010,11.0,tt1244754
315,Drama,Movie,Extraordinary Measures,2010,1.0,tt1244659
316,Drama,Movie,Burning Bright,2012,5.0,tt1244658
317,Drama,Movie,Wu,2010,5.0,tt1245094
318,Drama,Movie,22 mei,2011,5.0,tt1245647
319,Drama,Movie,Magic Journey to Africa,2010,5.0,tt1247681
320,Drama,Movie,The Mountain Thief,2010,7.0,tt1247406
321,Drama,Movie,Bad Faith,2010,5.0,tt1247639
322,Drama,Movie,The Lazarus Papers,2011,7.0,tt1247400
323,Drama,Movie,Norman,2010,6.0,tt1247683
324,Drama,Movie,Fighting Fish,2010,4.0,tt1249170
325,Drama,Movie,The Nothing Men,2010,8.0,tt1251360
326,Drama,Movie,The Making of Plus One,2010,,tt1251756
327,Drama,Movie,Wo shi wai xing ren,2010,,tt12517866
328,Drama,Movie,Rosa Morena,2011,5.0,tt1252516
329,Drama,Movie,The Way Home,2010,10.0,tt1252507
330,Drama,Movie,Channa Sachi Muchi,2010,8.0,tt12526816
331,Drama,Movie,Czukor Show,2010,4.0,tt1254724
332,Drama,Movie,Northern Comfort,2010,5.0,tt1254966
333,Drama,Movie,Incendies,2011,2.0,tt1255953
334,Drama,Movie,Bodhisattva,2010,4.0,tt1258221
335,Drama,Movie,Hello Lonesome,2010,,tt1258201
336,Drama,Movie,Tu Hi Mor Balma,2010,6.0,tt12587652
337,Drama,Movie,SoulBoy,2010,9.0,tt1259227
338,Drama,Movie,Bon appétit,2010,11.0,tt1259520
339,Drama,Movie,L'autre Dumas,2010,2.0,tt1259591
340,Drama,Movie,Carne de neón,2011,1.0,tt1259570
341,Drama,Movie,A Worthy Gentleman,2010,8.0,tt1260597
342,Drama,Movie,Icarus,2010,7.0,tt1261862
343,Drama,Movie,Sex and the City 2,2010,5.0,tt1261945
344,Drama,Movie,Coasting,2010,3.0,tt1262876
345,Drama,Movie,Endings,2010,6.0,tt1262892
346,Drama,Movie,Habitación en Roma,2010,5.0,tt1263750
347,Drama,Movie,The Trial,2010,9.0,tt1264115
348,Drama,Movie,Kao rani mraz,2010,4.0,tt1264889
349,Drama,Movie,Promises,2010,,tt1265620
350,Drama,Movie,Quartier lointain,2011,7.0,tt1266037
351,Drama,Movie,Boxhagener Platz,2010,3.0,tt1266025
352,Drama,Movie,Postales,2010,6.0,tt1267378
353,Drama,Movie,Un lugar lejano,2010,3.0,tt1267494
354,Drama,Movie,"Lunatics, Lovers & Poets",2010,4.0,tt1268241
355,Drama,Movie,The Last Rites of Ransom Pride,2020,6.0,tt1268970
356,Drama,Movie,Çeto: Onlar Da Bir Zamanlar Çocuktu,2010,,tt12690734
357,Drama,Movie,Matthe Mungaaru,2010,8.0,tt12698048
358,Drama,Movie,Transfer,2011,9.0,tt1270120
359,Drama,Movie,Sympathy for Delicious,2011,4.0,tt1270277
360,Drama,Movie,Noruwei no mori,2011,1.0,tt1270842
361,Drama,Movie,Henri 4,2010,3.0,tt1270766
362,Drama,Movie,Shoot the DJ,2010,5.0,tt1270786
363,Drama,Movie,Kandagar,2010,2.0,tt1272018
364,Drama,Movie,Great Heights,2010,10.0,tt1273212
365,Drama,Movie,Al Kibar,2010,6.0,tt12729084
366,Drama,Movie,Brotherhood,2010,11.0,tt1273241
367,Drama,Movie,Art House,2010,4.0,tt1273194
368,Drama,Movie,Standing Firm,2015,3.0,tt1273236
369,Drama,Movie,The Tempest,2011,1.0,tt1274300
370,Drama,Movie,Listen to Your Heart,2011,5.0,tt1274296
371,Drama,Movie,La mosquitera,2010,11.0,tt1274645
372,Drama,Movie,Aita,2012,4.0,tt1274636
373,Drama,Movie,Now Here,2010,10.0,tt1276974
374,Drama,Movie,Summer Eleven,2011,4.0,tt1276988
375,Drama,Movie,Za rasuto messêji: Umizaru,2010,9.0,tt1277373
376,Drama,Movie,California Tango,2010,4.0,tt1277398
377,Drama,Movie,Unkraut im Paradies,2010,7.0,tt1277952
378,Drama,Movie,Cinerama,2010,3.0,tt1278025
379,Drama,Movie,Jack Goes Boating,2010,12.0,tt1278379
380,Drama,Movie,Bhojpuriya Don,2010,,tt12784884
381,Drama,Movie,Dos Veces Ana,2010,,tt1279326
382,Drama,Movie,Ramaa: The Saviour,2010,11.0,tt1279105
383,Drama,Movie,Banglar King Kong,2010,6.0,tt12798342
384,Drama,Movie,Cefalópodo,2010,9.0,tt1282136
385,Drama,Movie,O Estranho Caso de Angélica,2011,11.0,tt1282153
386,Drama,Movie,Brim,2010,9.0,tt1282135
387,Drama,Movie,Easy A,2011,2.0,tt1282140
388,Drama,Movie,Anton Chekhov's The Duel,2010,4.0,tt1282041
389,Drama,Movie,Trooper,2014,11.0,tt1282093
390,Drama,Movie,L'enfance du mal,2010,5.0,tt1282152
391,Drama,Movie,Sinister Heaven,2010,3.0,tt1283947
392,Drama,Movie,The Fiction,2010,12.0,tt1283900
393,Drama,Movie,Jetaa,2010,,tt12839046
394,Drama,Movie,The Social Network,2010,10.0,tt1285016
395,Drama,Movie,Lahore,2010,3.0,tt1285245
396,Drama,Movie,Der grosse Kater,2010,10.0,tt1285306
397,Drama,Movie,Gutter King,2010,,tt1286746
398,Drama,Movie,Weakness,2010,10.0,tt1286753
399,Drama,Movie,Shi,2011,2.0,tt1287878
400,Drama,Movie,A Goldfish of the Flame,2010,12.0,tt1288587
401,Drama,Movie,Die Fremde,2010,11.0,tt1288376
402,Drama,Movie,You Are Here,2018,8.0,tt1288411
403,Drama,Movie,N-Secure,2010,10.0,tt1289419
404,Drama,Movie,Everyday Black Man,2010,1.0,tt1289397
405,Drama,Movie,Circuit,2010,11.0,tt1289383
406,Drama,Movie,"Lebanon, Pa.",2010,3.0,tt1290082
407,Drama,Movie,Arcadia Lost,2010,6.0,tt1290470
408,Drama,Movie,Obituary of the Sun,2010,9.0,tt1290476
409,Drama,Movie,Yi ye Taibei,2010,4.0,tt1291125
410,Drama,Movie,Rajneeti,2010,6.0,tt1291465
411,Drama,Movie,Snabba cash,2010,10.0,tt1291652
412,Drama,Movie,Meet Monica Velour,2010,4.0,tt1291549
413,Drama,Movie,Allah Ke Banday,2010,11.0,tt1292642
414,Drama,Movie,Reiruweizu: 49-sai de densha no untenshi ni natta otoko no monogatari,2010,5.0,tt1292561
415,Drama,Movie,Upside,2010,10.0,tt1294162
416,Drama,Movie,Shit Year,2011,8.0,tt1294212
417,Drama,Movie,The Last Song,2010,3.0,tt1294226
418,Drama,Movie,Last Night,2011,3.0,tt1294688
419,Drama,Movie,Iep!,2010,2.0,tt1295059
420,Drama,Movie,Starshaya zhena,2010,9.0,tt1296079
421,Drama,Movie,Anger Has a Secret,2010,8.0,tt1296171
422,Drama,Movie,Jen,2010,4.0,tt1296161
423,Drama,Movie,Wild Ride,2010,6.0,tt1296464
424,Drama,Movie,Waiting for Forever,2011,2.0,tt1296898
425,Drama,Movie,Christina,2010,,tt1297921
426,Drama,Movie,Blog,2011,1.0,tt1297920
427,Drama,Movie,Nonames,2010,3.0,tt1297938
428,Drama,Movie,La blonde aux seins nus,2010,6.0,tt1298831
429,Drama,Movie,Die grünen Hügel von Wales,2010,11.0,tt1301294
430,Drama,Movie,Agnipariksha,2010,,tt13017894
431,Drama,Movie,Every Day,2012,10.0,tt1301990
432,Drama,Movie,Harvest,2011,5.0,tt1302001
433,Drama,Movie,In the Drink,2010,6.0,tt1303743
434,Drama,Movie,The Ascent,2010,,tt1303680
435,Drama,Movie,Pelican Blood,2010,,tt1305059
436,Drama,Movie,The Bill Collector,2010,9.0,tt1305008
437,Drama,Movie,Last Letters from Monte Rosa,2010,8.0,tt1305039
438,Drama,Movie,Ghetto Physics,2010,10.0,tt1305587
439,Drama,Movie,Ostavljeni,2010,12.0,tt1305798
440,Drama,Movie,Ten Stories Tall,2010,,tt1307071
441,Drama,Movie,Shocking Blue,2010,8.0,tt1307010
442,Drama,Movie,Dance with the One,2010,3.0,tt1307892
443,Drama,Movie,Boku no sukina hito,2010,5.0,tt1308022
444,Drama,Movie,The Taqwacores,2010,10.0,tt1308165
445,Drama,Movie,Lovelorn,2013,4.0,tt1309181
446,Drama,Movie,Lamhaa: The Untold Story of Kashmir,2010,7.0,tt1309561
447,Drama,Movie,The Insides of a Lamb,2010,9.0,tt1309590
